파일명,주요 업무,자격요건,우대사항
job/DE/sources/jobkorea/txt/3dc52519-ffba-4d53-b02d-7059f499038f.txt,"이런 업무를 해요
*본 공고는 병역특례에 해당하는 ‘전문연구요원’을 희망하는 분들에 한해 지원하실 수 있으며, 병역의무가 없는 분들은 지원대상에 해당되지 않습니다.

ㆍLLM Post-training을 위한 데이터 수집 및 정제
ㆍLLM Post-training 방법론 연구 및 개발
ㆍLLM 제품화를 위한 개발

[모집절차]
ㆍ서류 전형
ㆍ알고리즘 코딩테스트
ㆍ딥러닝 코딩테스트
ㆍ기술 인터뷰 (1차)
ㆍ기술 인터뷰 (2차)
ㆍ컬처 인터뷰
ㆍ최종 인터뷰
ㆍ최종 결과 발표","이런 분들을 찾고 있어요
ㆍ학력 : 대학원(석사)이상
ㆍLLM 알고리즘/데이터 연구/개발 경험
ㆍLLM Post-training 경험
ㆍ다양한 협업 환경에서 일할 수 있는 능력
ㆍ훌륭한 의사 소통 능력

[기타]
*관련 문의사항은 joinstage@upstage.ai로 문의 부탁드립니다.
*CV를 포함한 모든 제출 자료는 PDF 형식으로 업로드 해주시기 바랍니다.
*지원자의 민감 정보(연봉 정보, 주민번호 등) 및 고유식별번호는 이력서에 기재하지 않도록 유의해주시기를 바랍니다.","이런 분이면 더 좋아요
ㆍ대규모 모델 학습을 위한 프레임워크 사용 경험 (e.g. DeepSpeed)
ㆍLLM 기반 제품 개발 경험
ㆍLLM Post-training을 위한 데이터 수집, 정제, 및 annotation 경험
ㆍAI 및 NLP 관련 국제 학회에서 1저자 혹은 교신저자로 출판 기록
- E.g. NeurIPS, ICML, ICLR, ACL, NAACL, EMNLP, AAAI, CVPR, ICCV, ECCV 등
ㆍ국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상
ㆍ글로벌 고객 대응을 위한 영어 커뮤니케이션 능력
이런 조건에서 근무할 예정이에요
ㆍ고용 형태 : 정규직
ㆍ"
job/DE/sources/jobkorea/txt/3dc73a7f-cf2f-444c-9d2f-732c320de84c.txt,"이런 업무를 해요
ㆍ기술 문서 작성 및 관리 : 60601-1 Safety, GMP, 매뉴얼, IFU 등
ㆍ60601-1 Safety 인증 대응
ㆍGMP 인정 대응
ㆍ기타 수술 로봇 인허가 관련 대응","이런 분들을 찾고 있어요
ㆍ학력 : 대졸이상
ㆍ유관 경력 1~12년 보유자 (주임~과장급)
ㆍ기술 문서 작성 경험이 풍부한 자 (영어 가능자)","이런 분이면 더 좋아요
ㆍ의공학과 졸업자 혹은 유관 학과 졸업자
ㆍ의료기기 개발에 참여한 경험이 있는자
ㆍ인증 경험 혹은 RA/QA 업무 진행/지원 경험자

[진행절차]
필수제출: 포트폴리오 또는 상세 프로젝트 기술서 (1차 면접 때 해당 자료로 PT 또는 질의 진행함)
대면 인터뷰가 2차례 이뤄진 후에 평판조회 및 처우협의 과정을 거쳐 입사하게 됩니다.
진행 절차는 상황에 따라 유동적으로 바뀔 수 있는 점 양해 부탁드립니다."
job/DE/sources/jobkorea/txt/3ddfec19-4e25-4c24-850a-ceb826b4f62b.txt,,"자격사항 

- 신입가능
- 사무, 재고관리, 창고관리, 영업지원 등 유관 경력자 우대
- 근거리 거주자, 즉시 출근 및 면접 가능자 우대  
- OA, 엑셀 등 활용 가능자 우대
- 자기주도적인 업무 가능하신 분 우대  
 - 영어 메일링, 기본 독해 가능자 우대  
  알바/실습/단기/인턴 등 관련경험 이력서에 모두 기재 必

◈ 근무 후 기업명이 기재된 경력증명서 발급 가능합니다. [발행처:키스템프그룹사] 


┃근무조건

- 급여조건 : 연 3000만 ~ 4,000만원 경력별 협의 [세전/퇴직금별도(경력별 협의)] 
             - 근 무 지 : 경기도 평택시 고덕여염로 118 9층
- 근무시간 : 주 5일(월~금) / 08:00 ~ 17:00 근무  *칼퇴근 가능* 
- 복리후생 : 키스템프 그룹사 복리후생 제공 
           - 주 5일, 4대보험, 연차, 1년이상 근무 시 퇴직금별도
        - 30만원 상당 건강검진
        - 명절선물, 생일케이크, 경조사비
        - 우수사원 선정(상품권 5만원)
        - 의료 지원, 연말정산 서비스 등

*사용사업주 내부사정 및 기준에 따라 지급여부와 금액이 변경될수 있음.(비고정성)

- 채용형태 : 키스템프그룹사 소속 1~2년 파견 계약근무 
                 [업무평가 및 기업사정에 따라 연장여부 검토]

-",
job/DE/sources/jobkorea/txt/3e174f52-bb37-4884-90d5-35295caee7e1.txt,,"자격요건
Server Management Engineer
( 0명 )

직무 소개
Server Management Engineer는 데이터 센터와 오피스 건물의 장비 설치, 구성, 서버 인프라 장애 티켓 관리를 담당합니다. Server Management Engineer는 서버와 스토리지 유지보수, 패치 업데이트, OS 업그레이드, VM 트러블슈팅 등 일상 실무와 클라우드 이전 업무의 기초 지식을 중심으로 업무를 수행합니다.
 업무 내용 
ㆍ서버 관리: 물리 및 가상 서버, 스토리지 시스템, 관련 하드웨어의 설치, 구성, 관리
ㆍ스토리지 관리: 데이터 센터 로케이션의 NAS 및 SAN 일상 운영 관리를 위한 스토리지 설치 및 유지보수 경험
ㆍ가상화: VMware, Hyper-V, 그 외 관련 플랫폼 등 가상화 기술의 설치 및 트러블슈팅, 패치 관리
ㆍ클라우드 이전: 클라우드 환경(AWS)에서 온프레미스 인프라로의 서비스 이전 
ㆍ구성 및 유지보수: 서버, 스토리지, 네트워크 컴포넌트의 구성, 유지보수, 트러블슈팅 수행
ㆍPOC 서버: 테스트 및 검증 목적의 POC(개념증명) 서버 구성 및 관리
ㆍ기술 갭 분석: 현 구성상의 기술 갭을 정의된 프로세스/절차에 따라 식별 및 조치
ㆍ자동화: 서버 인프라 배포 및 관리를 위한 자동화 스크립트 및 툴의 개발 및 구현에 필요한 지식 보유(Ansible 사용 경험 필수)
ㆍVDI 관리: 가상 데스크톱 인프라(VDI)의 트러블슈팅 경험을 통한 성능 및 사용자 경험 최적화 
ㆍ문서화: 모든 구성, 프로세스, 절차에 대한 상세한 기술 도큐멘테이션 유지관리 
ㆍ컴플라이언스 및 보안: 모든 시스템이 보안 정책과 기준을 준수하며 시스템 무결성을 유지하도록 관리한 경험
ㆍ성능 모니터링: 시스템 성능 및 활용률 모니터링, 필요한 최적화 구현
ㆍ협업: 전략 이니셔티브와 미래 플래닝 지원을 위해 IT Infrastructure Architect와 긴밀히 협업

자격 요건
ㆍ컴퓨터학, 정보 시스템, 그 외 관련 분야의 학사 학위 및 서버 관리, 가상화, 프라이빗 클라우드 기술 분야에서 10년 이상의 경력을 보유하신 분  
ㆍ서버 하드웨어 및 스토리지 시스템 관련 광범위한 경험을 보유하신 분 
ㆍ가상화 기술(VMware, Hyper-V 등) 트러블슈팅 및 데일리 운영 업무 경험을 보유하신 분 
ㆍAWS 및 클라우드 이전 프로세스 관련 경험을 보유하신 분 
ㆍ스크립팅 및 자동화(PowerShell, Python)에 능숙하신 분 
ㆍ네트워크 프로토콜 및 하드웨어(Cisco 등)에 익숙하신 분 
ㆍ리눅스 및 윈도우 서버 환경 경험

우대 사항
ㆍMCSE, VCP, ITIL 등 유관 자격증을 보유하신 분 
ㆍ프라이빗 클라우드 플랫폼 지식(OpenStack, VMware vCloud)을 보유하신 분 
ㆍVDI 솔루션(Citrix, VMware Horizon 등) 지식 및 트러블슈팅 경험을 보유하신 분 

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 최종합격
ㆍ전형 절차는 직무별로 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다.
ㆍ전형 일정 및 결과는 지원서에 등록하신 이메일로 개별 안내드립니다.

유의사항
참고 사항
ㆍ본 공고는 모집 완료 시 조기 마감될 수 있습니다.
ㆍ지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.
ㆍ보훈대상자 및 장애인 여부는 채용 과정에서 어떠한 불이익도 미치지 않습니다.
ㆍ직급과","우대 사항
ㆍMCSE, VCP, ITIL 등 유관 자격증을 보유하신 분 
ㆍ프라이빗 클라우드 플랫폼 지식(OpenStack, VMware vCloud)을 보유하신 분 
ㆍVDI 솔루션(Citrix, VMware Horizon 등) 지식 및 트러블슈팅 경험을 보유하신 분 

전형절차
ㆍ서류전형 > 1차면접 > 2차면접 > 최종합격
ㆍ전형 절차는 직무별로 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다.
ㆍ전형 일정 및 결과는 지원서에 등록하신 이메일로 개별 안내드립니다.

유의사항
참고 사항
ㆍ본 공고는 모집 완료 시 조기 마감될 수 있습니다.
ㆍ지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.
ㆍ보훈대상자 및 장애인 여부는 채용 과정에서 어떠한 불이익도 미치지 않습니다.
ㆍ직급과"
job/DE/sources/jobkorea/txt/3e3a3d67-a5ad-4956-b9a0-d8befd5a1012.txt,"담당업무
ㆍNLP전처리 연구 및 DAG개발
ㆍRAG 구축연구
ㆍLLM 언어모델 운영환경(LLMops) 연구
ㆍLLM 파인튜닝(DPO,DART,TART 등 RL계열 관련 데이터 augmentation)
ㆍLLM RAG를 위한 causality graph 구축
ㆍVQA를 위한 일부 비전모델활용
   * 당사는 범용적인 언어모델이 아닌 특정산업분야에만 특화되어 연구를 합니다. 
   * 비전모델은 활용수준입니다.
   * 신입의 경우 업무교육 실시(기본기가 탄탄하고 성실하면 누구든 가능)

언어
ㆍPython 

스킬 
ㆍLLMOps, Transformer, MLOps

핵심역량
ㆍ 성실성, 윤리의식, 성취지향성","자격요건
실무중심의 AI NLP RAG LLM 연구원을 모십니다.( 2명 )","우대사항
ㆍ관련 포트폴리오
ㆍ언어처리 연구경험 * 신입의 경우 개인스터디
ㆍ새로운 기술,논문에 대하여 연구하고 활용하는 것을 좋아하는 지원자"
job/DE/sources/jobkorea/txt/3e51b4b7-b8a6-4c18-b0c5-c65634b38abc.txt,담당업무,"자격요건
모집분야","우대사항]
프로젝트 완수 경험자
C/C++, Python 개발 경험자
AWS Cloud Service 프로젝트 경험자
딥러닝/머신러닝 경험자
운전면허 소지자 및 운전 가능자
영어 능통자
딥러닝/머신러닝기반
알고리즘 개발
(AI Application)
임베디드 및 클라우드 상의 멀티미디어 데이터 처리
알고리즘 개발
딥러닝/머신러닝 기반 소프트웨어 개발
대용량 데이터 처리를 위한 데이터 파이프라인 개발
["
job/DE/sources/jobkorea/txt/3e97d905-a12c-44eb-83c6-727bc0d624f3.txt,"담당업무
ㆍ C++ 기반 데이터 분석 알고리즘 개발
ㆍ 신규 알고리즘 연구 및 개발
ㆍ 빅데이터 분석 솔루션 개발
ㆍ 영상/음향 처리 소프트웨어 개발

스킬
ㆍ C/C++ 언어 사용 경험 또는 기타 언어 사용 가능자","자격요건
빅데이터/AI 솔루션 개발
( ○명 )","우대사항
ㆍ 석/박사학위 수여자
ㆍ 수학적 알고리즘 지식 소유자
ㆍ 머신러닝, 데이터 마이닝 등 관련 지식 소유자
ㆍ 딥러닝 프레임워크(Torch, TensorFlow 등)를 이용한 개발 경험이 있는 자
ㆍ 윈도우 앱/UI 개발 경험 소유자
ㆍ 오픈소스 사용 경험 소유자

지원사항 
ㆍ 명절 상여금 지급
ㆍ 중식대 지급
ㆍ 체력단련비 지급"
job/DE/sources/jobkorea/txt/3eccdc09-e07a-4839-999c-3de72acbe9cd.txt,"담당 업무는 데이블의 웹 프론트엔드 관련 모든 기술적 문제를 해결하는 것입니다.
구체적인 업무는 다음과 같습니다.
ㆍ고객 사이트에 임베딩 될 3rd party 플러그인 스크립트 및 위젯(추천/광고 제공) 개발
ㆍ대시보드 개발
ㆍ프론트엔드 성능 최적화
ㆍ프론트엔드 기술 트렌드 조사 및 변화하는 표준에 따른 개발 전략 수립
ㆍ다른 개발 직군(서버 백엔드, 광고 추천 엔진, 머신러닝 등)과의 협업

[사용중인 기술 스택]
ㆍVanilla JavaScript, TypeScript, jQuery
ㆍReact, Recoil, React-Query, Redux, Jotai, ShadcnUI
ㆍAWS, Jenkins, Github Actions
ㆍTailwind, CSS-in-JS? Vite, ESBuild, Webpack
ㆍVitest, Jest, Mocha, Playwright
ㆍBiome, Prettier, ESLint","자격요건
프론트엔드 프로그래머
( ○명 )
담당업무","우대사항
ㆍVite, Webpack, Rollup 등 번들링 도구 활용 능력
ㆍTypeScript, Web Components, SQL에 관한 기초 지식
ㆍ크로스 브라우징: 기본적으로 모던 브라우저. 단, 3rd party 플러그인 개발에는 IE11의 지원이 포함됩니다.
ㆍNode.js를 이용한 간단한 웹 서버 개발 및 Redis, MySQL 등의 데이터베이스 연동
ㆍGoogle Analytics, Facebook 등 외부 API의 빠른 학습 및 적용"
job/DE/sources/jobkorea/txt/3f07967c-6794-4f5f-98f0-2f4c005082ac.txt,,,
job/DE/sources/jobkorea/txt/3f66444c-f823-4995-acdd-bf3c812b08a9.txt,"담당업무
ㆍAD/AD Connect/Azure AD 계정 및 정책 관리
ㆍExchange Hybrid (Online 포함) 구성 및 운영, 사서함 관리
ㆍM365 Admin, 조건부액세스 및 라이선스 관리, AIP 운영
ㆍAnti SPAM, APT EX, DNS 운영
ㆍ메일/M365 현업응대 및 지원

스킬
ㆍAzure, Window, Microsoft SQL Server, SIEM, AD, DLP, M365, AIP, SPAM Filter, Exchange (Online)","자격요건
그룹 AD/메일/M365 시스템 운영
( ○명 )","우대사항
ㆍ국가유공자
ㆍ보훈대상자
ㆍ유관업무 경력자"
job/DE/sources/jobkorea/txt/3fba71a6-278f-4575-922b-ac67d85b145c.txt,"직무상세
ㆍ타이어 설계 및 제조 공정에서 발생하는 다양한 데이터를 수집 및 정제
ㆍ데이터 통계 분석을 통한 인사이트 도출 및 시각화
ㆍ데이터 별 인과관계에 대한 분석","자격요건
 《 데이터 사이언스 》
데이터 수집 및 분석
직무상세
ㆍ타이어 설계 및 제조 공정에서 발생하는 다양한 데이터를 수집 및 정제
ㆍ데이터 통계 분석을 통한 인사이트 도출 및 시각화
ㆍ데이터 별 인과관계에 대한 분석

지원자격
ㆍ[석사 이상] 인공지능/컴퓨터공학/산업공학/통계학 등의 분야 학위 소지자
    ※ 기계/전자/전기공학 배경의 AI/ML 유관전공자 포함
ㆍPython, R 등 프로그래밍 언어 사용 가능자","우대사항
ㆍAI 관련 논문 또는 대회 수상 실적을 보유하신 분
ㆍSQL을 활용해 데이터베이스 관리 경험이 있으신 분
ㆍVision, Text Mining, Signal Processing 등 프로젝트 경험이 있으신 분"
job/DE/sources/jobkorea/txt/404301a1-f985-4b81-852d-dda62ef29cd1.txt,"주요업무 
ㆍ분류모델 연구 개발
ㆍ기존 모델의 지속적 연구 및 후속 연구","자격요건









혜택 및 복지 



· 스톡옵션 - 회사에 기여도가 높은 임직원께 스톡옵션 부여
· 퇴직금 - 기본 복지는 당연히 챙겨드려야죠, 퇴직금
· 성과급 - 회사의 성장에 기여한 당신께, 인센티브 제도 운영
· 사내도서 - 업무 역량 개발 위한 도서, 컨퍼런스 참가 및 교육비 지원
· 주차비 지원 - 1년 이상 근속자 주차비 지원
· 탄력근무제 - 개인 라이프스타일을 반영한 부분 선택적 유연 근무제
  (시차출근 07:00~13:00, 집중근무시간 13:30~16:00)
  *전문연구요원 및 관리본부 제외
· 각종경조사지원 - 기본중의 기본! 경조휴가 · 경조사비 제공
· 내일채움공제 - 재직자 내일채움공제 지원
· Refresh휴가 - 열심히 일한 당신, 장기근속자에게 주어지는 혜택 Refresh휴가
· 배우자출산휴가 - 출산한 배우자와 태아의 건강보호 등을 위해 배우자 출산 휴가 제공
· 회식강요안함 - 회식에 억지로 참석하지 않아도 돼요, 회식강요 안함
· 야근강요안함 - 눈치 보지 않는 퇴근, 야근 없는 회사 지향
· 자유로운 연차사용 - 눈치 보지 않고 사용 가능, 자유로운 반차 · 연차 사용
· 간식제공 - 점심과 간식은 다르다! 직원들의 출출함을 채워줄 간식제공
· 대학원학자금지원 - 3년 이상 근속자 대학원 학비 제공
· 생일휴가 - 소중한 날은 가족과 함께, 생일 당일 휴가 제공
· 웰컴키트지급 - 입사를 환영해요, 웰컴키트지급





딥러닝/머신러닝
(머신러닝 기반
제품 개발) 
  자격요건
ㆍ학력: 석사 이상(수료 또는 졸업예정자 가능)
ㆍScipy, Numpy, Pandas, Tensorflow 등 Python을 이용한 딥러닝 관련 Framework 또는 
   Library 유 경험자
ㆍ데이터 마이닝 혹은 데이터 엔지니어링 관련 경험","우대 사항
ㆍWord Embedding 관련 경험자
ㆍ네트워크 패킷 처리 경험자
ㆍ모델 최적화, 하이퍼 파라미터 튜닝, 데이터 Feature 추출 및 분석 관련 분야의 경험자"
